エリア	施設	タイムスタンプ	個人情報保護の方針について	全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）	石川県内での宿泊数をお答えください	石川県内での宿泊エリアをお答えください	石川県外での宿泊エリアをお答えください	今回はどなたと石川県を訪れていますか？	今回の石川県の訪問目的は何ですか？（複数選択可）	石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください	次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください	前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。	上記満足度の理由について、具体的に教えてください	今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）	今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり） ※石川県外からの交通費、石川県内での交通費を含む。	今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり） ※飲食、買い物、体験・観光などの消費額合計 ※宿泊費、交通費を除く	これまでに   当施設   には何度訪れたことがありますか。	今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）	当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(前)	当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(後)	当施設    における、消費総額をお答えください。（予定でも可/１人あたり）	当施設 における、商品・サービスの満足度をお答えください	上記満足度の理由につい具体的に教えてください。(サービス)	当施設   における、施設全体の満足度をお答えください。	上記満足度の理由につい具体的に教えてください。(施設全体)	当施設   において、不便を感じたり困ったことはありましたか。	上記不便を感じたり、困ったことについて具体的に教えてください	あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。	あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください	今後、再び石川県を訪れたいと思いますか	あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。  (※必須項目です。無ければ「特になし」とご記入ください)	性別をお答えください	生まれた年をお答えください	お住いの都道府県をお答えください	お住いの市区町村をお答えください 例：新宿区	世帯年収をお答えください	アンケートに回答しようと思った動機をお答えください	旅全体の総合満足度を教えてください。	石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。 ０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。	今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
加賀エリア	加賀伝統工芸村　ゆのくにの森	2025/08/08	同意する	3泊	3泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	恋人	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 友人・親戚を訪ねる	飛行機	タクシー	どちらでもない	割と値段が高かった。ただバスだと時間が合わなかったので仕方なく…といった感じで利用しました。	20,000円以上 30,000円未満	20,000円以上 30,000円未満	20,000円以上 30,000円未満	初めて	新聞・雑誌・ガイドブック, 友人・知人	選択なし/該当施設なし		月うさぎの里		3,000円以上 5,000円未満	とても満足	ガラス体験をしましたが他にも魅力的な体験が沢山あって楽しそうだった為	とても満足	良い思い出、良い写真がとれたから	感じた	屋外だったのでトイレが暑かった	10	工芸品が結構リーズナブルな価格で買えて嬉しかったです	機会があれば行きたい	泊まった旅館(葉渡莉)のお料理がとても美味しかった	女	1989	東京都	多摩市	600万円以上 700万円未満	景品が当たる	とても満足	8	ゆのくにの森
加賀エリア	トレインパーク白山	2025/08/08	同意する	4泊以上	4泊以上	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	小学生以下連れの家族	友人・親戚を訪ねる	自家用車	自家用車			使わない	10,000円以上 20,000円未満	10,000円以上 20,000円未満	2～5回目	Instagram, 友人・知人	選択なし/該当施設なし	ふれあい昆虫館	選択なし／該当施設なし	能登島	1,000円以上 3,000円未満	満足	幼児連れだったので、一階のエリアは一瞬で出てきてしまった。写真撮影スポットの制服が着られるのは嬉しかった。三階は靴下着用必須なのが良くない。夏場はサンダルを履くことも多く、売店で高い靴下を買わなければ遊べないし、靴下を履くとむしろ滑って危ないと思った。	満足	ドクターイエローと写真が撮れるのは貴重。かがやきソフトクリームは少し高いかなと思ったがボリュームもあり美味しくて満足。遊び場のアスレチックが大きい子向けで幼児には殆ど遊べないのが残念だった。	感じた	靴下を買わないと遊び場で遊べない点。滑って転びそうになっている人も見かけたので、むしろ脱ぐべきだと思う。	7	もう少しここでしか買えない北陸新幹線デザインの小分けできるお土産があると嬉しい。	また行きたい（1年以内）	天気に関係なく子連れで楽しめる体験	女	1998	神奈川県	横浜市	1,000万円以上 1,200万円未満	景品が当たる	満足	8	昆虫館、土山ぶどう園のひまわり畑
加賀エリア	たちばな四季亭	2025/08/08	同意する	3泊	3泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	小学生以下連れの家族	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策, 友人・親戚を訪ねる	新幹線, 在来線	送迎バス	とても満足	キャリーケースに乗せていた小さなバッグやお土産袋も丁寧に外して車に載せてくれ、宿についてからも下ろして部屋まで運んでくれて、とても助かった。	50,000円以上 100,000円未満	30,000円以上 40,000円未満	50,000円以上 100,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし	今回は宿泊地周辺の散策をメインにしていて、送迎までの時間は加賀温泉駅周辺での買い物を予定していた。予定通り、買い物だけして他には観光地的な場所には寄らなかった。	選択なし／該当施設なし	ゆのくにの森を予定していたが、後半の日程雨が降りそうなので、２日目に21世紀博物館に行くことに変更した。（２日目は知人宅近くの小松に泊まることになっているので、観光も加賀温泉から小松付近が先の予定だった）	3,000円以上 5,000円未満	とても満足	とてもよくしていただきました。	満足	元来の設備的にはとても充実していて満足感があった。しかし、ライトや設備など不備がある部分がいくつか見受けられ、点検不足なところがとても残念だった。	感じた	部屋付き露天のランプがつかない、シャワーの換気扇が回っていない様だった、子ども用浴衣の紐取れが複数枚見られた、子ども用の草履の有無が曖昧で出かけようとした時に探してくれていたので事前に把握していて欲しかった	8	お食事の内容や量、コーヒーマシンなど、とても満足した。お抹茶もとても嬉しかった。お茶うけもとても好みのもので、販売元は歩いていけないが施設内の売店で売ってるのでとても助かると感じた。、	また行きたい（1年以内）	子どもが体を動かして遊べたり、生き物と触れ合える施設などがあると、より楽しめるのではないでしょうか。	女	1978	茨城県	つくば市	700万円以上 800万円未満	景品が当たる	満足	9	駅、温泉街の街並み、食事、地域での催しなどいろいろ楽しめる。かがやきに乗ってくれば、都心から比較的近い。
加賀エリア	法師旅館	2025/08/09	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	富山県	夫婦2人	温泉や露天風呂	自家用車	自家用車			10,000円以上 20,000円未満	3,000円以上 5,000円未満	3,000円以上 5,000円未満	初めて	インターネット・アプリ, 友人・知人	選択なし/該当施設なし	平泉寺	選択なし／該当施設なし	富山	1,000円以上 3,000円未満	満足		満足		感じた	トイレがわかりにくい	5		機会があれば行きたい	羽二重が生で食べられるといい	女	1967	愛知県	半田市	400万円以上 500万円未満	景品が当たる	満足	5	庭園がきれいだった
加賀エリア	トレインパーク白山	2025/08/09	同意する	1泊	石川県内には宿泊しない	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	中学生以上連れの家族	スポーツ観戦や芸術鑑賞（コンサート等）	新幹線	在来線, 	満足	都合のいい時間がなくて少し不便だった。	10,000円以上 20,000円未満	20,000円以上 30,000円未満	20,000円以上 30,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		1,000円未満	とても満足	シュミレーターが楽しかったです。	満足	必要な内容がコンパクトで回りやすかった。	感じた	シャトルバスが開館時間になかった。	8	ソフトクリームが見た目もよく、美味しかったです。	機会があれば行きたい	なし	女	1976	東京都	荒川区	600万円以上 700万円未満	景品が当たる	とても満足	10	どこへ行っても食事がおいしかったので。
加賀エリア	ふれあい昆虫館	2025/08/09	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	自分ひとり	地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞	自家用車	自家用車	とても満足	世界のカブトムシ、クワガタに感嘆しました	使わない	30,000円以上 40,000円未満	20,000円以上 30,000円未満	2～5回目	友人・知人	選択なし/該当施設なし		選択なし／該当施設なし		1,000円以上 3,000円未満	とても満足	定員さんがフレンドリー	とても満足	サービス、イベント、施設、展示品全て最高でした	感じなかった		6		また行きたい（1年以内）	どこの施設、お店においても人情深いと感じました	男	2000	埼玉県	川口市	300万円以上 400万円未満	昆虫博物館にとにかく感動したため	とても満足	10	
加賀エリア	トレインパーク白山	2025/08/09	同意する	4泊以上	石川県内には宿泊しない	石川県内には宿泊しない	富山県	小学生以下連れの家族	地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）	自家用車	自家用車	満足	ナビになかっ	使わない	1,000円以上 3,000円未満	5,000円以上 10,000円未満	初めて	観光パンフレット・ポスター	選択なし/該当施設なし		選択なし／該当施設なし		1,000円以上 3,000円未満	どちらでもない	シミュレータが15時に来たらもうなかった	どちらでもない	子供遊びエリアに大人も料金がかかる	感じた	大人が子供遊びエリアにて座るとこがない	4		機会があれば行きたい	特になし	男	1979	兵庫県	神戸市	500万円以上 600万円未満	景品が当たる	どちらでもない	5	
加賀エリア	和餐　伸	2025/08/09	同意する	2泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	富山県	夫婦2人	地元の美味しいものを食べる	自家用車	自家用車			3,000円以上 5,000円未満	30,000円以上 40,000円未満	5,000円以上 10,000円未満	11回目以上	友人・知人	ゆのくにの森		那谷寺		5,000円以上 10,000円未満	満足	完成品に満足	満足		感じなかった		6		また行きたい（1年以内）	海産物	男	1963	富山県	南砺市	600万円以上 700万円未満	石川県の雑学を知りたい	満足	10	
加賀エリア	法師旅館	2025/08/09	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	福井県	親	宿でのんびり過ごす, 温泉や露天風呂, まちあるき、都市散策, ドライブ・ツーリング	自家用車	自家用車, 徒歩			40,000円以上 50,000円未満	3,000円以上 5,000円未満	10,000円以上 20,000円未満	初めて	インターネット・アプリ	ゆのくにの森		ゆのくにの森		3,000円以上 5,000円未満	満足	料理が美味しく、お風呂が気持ちよかったです	とても満足	庭が綺麗でした	感じた	エレベーターがどこかわからなかった	9	お土産がたくさんあり品数が豊富だと感じました	また行きたい（1年以内）	輪島塗りのお箸など伝統文化があってお土産に買う予定です	女	1985	愛知県	豊川市	400万円以上 500万円未満	景品が当たる, 石川県のおすすめ観光スポットが見たい	満足	9	温泉と食べ物が美味しかったので知人に勧めたいと思ってます。
加賀エリア	トレインパーク白山	2025/08/10	同意する	4泊以上	4泊以上	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	温泉や露天風呂, テーマパーク（遊園地、動物園、博物館など）	新幹線	自家用車	満足		使わない	10,000円以上 20,000円未満	10,000円以上 20,000円未満	初めて	友人・知人	選択なし/該当施設なし		選択なし／該当施設なし	イオン白山	1,000円未満	とても満足	体験ブースが多く子供も大人も楽しめる内容でよかったです。かがやきソフトを購入しましたが、とても美味しく、子供も喜んで食べていました！	とても満足		感じた	夏休み中ということもあり、駐車場が満車で離れた駐車場へ停めないと行けず、少し不便でした	9	かがやきソフトがとても美味しかったです	また行きたい（1年以内）	海の幸を堪能したい！	女	1988	東京都	文京区	800万円以上 900万円未満	景品が当たる	とても満足	10	
